time,pixel,ra,dec,prob,prob_stage2
464299126.6193166,4323.0,99.84375,16.957763300004146,0.2650843858718872,0.7522403001785278
464308726.6193166,2001.0,49.21874999999999,41.8103148957786,0.2913481593132019,0.5766725540161133
464316526.6193166,5911.0,246.09374999999991,2.388015463268772,0.057346899062395,0.7049950957298279
464318326.6193166,7076.0,281.24999999999994,-8.385538647081319,0.0940034762024879,0.5555089116096497
464320126.6193166,2996.0,326.24999999999994,31.38816646434855,0.0796623304486274,0.9204119443893433
464320726.6193166,819.0,267.75,60.43443884495228,0.2443086802959442,0.7124752402305603
464320726.6193166,3933.0,81.56249999999999,20.742379954487134,0.0857097879052162,0.6461184620857239
464320726.6193166,5720.0,67.5,3.583321698471977,0.2842304706573486,0.5855628848075867
464337526.6193166,11467.0,87.75,-60.4344388449523,0.0621771812438964,0.6498578190803528
464341726.6193166,2213.0,284.0625,40.228184728061095,0.6616840958595276,0.5880628824234009
464348326.6193166,11949.0,176.53846153846152,-70.90666664467562,0.0693954974412918,0.9254092574119568
464351926.6193166,3343.0,223.59374999999997,27.27961273597809,0.0569522678852081,0.6539754271507263
464353126.6193166,6056.0,292.5,1.1937484371410818,0.0663209855556488,0.5211025476455688
464353726.6193166,4539.0,345.9375,15.713861048008212,0.8953981399536133,0.5108344554901123
464354926.6193166,665.0,267.5,63.44828368030106,0.0623981393873691,0.5963616371154785
464355526.6193166,10588.0,125.68965517241378,-46.5718474134496,0.1636247038841247,0.7514466047286987
464357326.6193166,11469.0,96.75,-60.4344388449523,0.1750673055648803,0.5240593552589417
464362126.6193166,2827.0,212.34374999999997,32.79716829582364,0.0599910840392112,0.7560150623321533
464363326.6193166,1086.0,291.52173913043475,55.873350435251986,0.1782780140638351,0.6048193573951721
464363326.6193166,2722.0,275.625,34.22886632781258,0.0603085048496723,0.5116288065910339
464366926.6193166,12082.0,130.5,-75.34073424154306,0.1565576195716858,0.851814866065979
464367526.6193166,12082.0,130.5,-75.34073424154306,0.2027997225522995,0.922257125377655
464371726.6193166,10588.0,125.68965517241378,-46.5718474134496,0.1883663386106491,0.5770960450172424
464377126.6193166,4538.0,343.12499999999994,15.713861048008212,0.0526079125702381,0.9740577936172485
464379526.6193166,10589.0,128.79310344827587,-46.5718474134496,0.534967839717865,0.6434997320175171
464381926.6193166,11644.0,202.49999999999997,-63.448283680301046,0.116447165608406,0.8572377562522888
464382526.6193166,4323.0,99.84375,16.957763300004146,0.0864064022898674,0.6567414999008179
464391526.6193166,11498.0,227.25,-60.4344388449523,0.1291749626398086,0.6338574290275574
464401726.6193166,10347.0,126.29032258064515,-43.40685848593699,0.3987388014793396,0.7459781765937805
464402326.6193166,10347.0,126.29032258064515,-43.40685848593699,0.3318651914596557,0.98313969373703
464402326.6193166,10470.0,127.5,-44.99388015045713,0.0960291028022766,0.8541507124900818
464402326.6193166,10588.0,125.68965517241378,-46.5718474134496,0.2318109571933746,0.9999076128005981
464402326.6193166,11386.0,96.42857142857144,-58.91977535280316,0.0779182985424995,0.5567083954811096
464405926.6193166,9814.0,61.87499999999999,-37.168899655999454,0.0762451589107513,0.7340842485427856
464414326.6193166,11045.0,207.0,-52.801853781730614,0.3195886313915252,0.5535135865211487
464414926.6193166,10955.0,247.50000000000003,-51.25580694880492,0.9590317010879515,0.6617094278335571
464419726.6193166,1087.0,295.4347826086956,55.873350435251986,0.0783773213624954,0.571626603603363
464421526.6193166,1826.0,259.5,44.99388015045713,0.0864615440368652,0.5942618250846863
464423926.6193166,3805.0,82.96875,22.02431283704216,0.0856281965970993,0.8811658620834351
464433526.6193166,4282.0,343.12499999999994,18.209956864283,0.1221791133284568,0.8657227158546448
464433526.6193166,5165.0,307.96875,9.594068226860458,0.0549651607871055,0.5820733308792114
464435926.6193166,10221.0,127.96874999999996,-41.81031489577862,0.1504964828491211,0.9659578800201416
464435926.6193166,10347.0,126.29032258064515,-43.40685848593699,0.5057169795036316,0.9978430271148682
464435926.6193166,10470.0,127.5,-44.99388015045713,0.0984025672078132,0.7718201875686646
464436526.6193166,10347.0,126.29032258064515,-43.40685848593699,0.2622214555740356,0.6416503190994263
464440726.6193166,11372.0,36.42857142857144,-58.91977535280316,0.0502987205982208,0.6730195879936218
464443126.6193166,5038.0,309.375,10.806922874860348,0.2187192440032959,0.7035923004150391
464444926.6193166,4665.0,341.71874999999994,14.47751218592994,0.0678021758794784,0.8723024129867554
464444926.6193166,4666.0,344.53125,14.477512185929925,0.2701286673545837,0.673803985118866
464447326.6193166,5603.0,99.84375,4.780191847199163,0.3786994516849518,0.542094886302948
464456326.6193166,4538.0,343.12499999999994,15.713861048008212,0.0594730041921138,0.5678002834320068
464458726.6193166,9062.0,106.875,-28.630989836924357,0.2114851027727127,0.5167552828788757
464458726.6193166,10471.0,130.5,-44.99388015045713,0.1382337361574173,0.9053774476051331
464458726.6193166,10699.0,114.10714285714286,-48.1412077943603,0.0649637877941131,0.5054957866668701
464459326.6193166,10470.0,127.5,-44.99388015045713,0.0510228015482425,0.5720043778419495
464459326.6193166,10471.0,130.5,-44.99388015045713,0.0911974534392356,0.6312723159790039
464459326.6193166,10589.0,128.79310344827587,-46.5718474134496,0.1660815626382827,0.7658229470252991
464463526.6193166,4067.0,99.84375,19.47122063449069,0.1314103305339813,0.653396725654602
464463526.6193166,4322.0,97.03125,16.957763300004146,0.1432221084833145,0.621460497379303
464464126.6193166,4067.0,99.84375,19.47122063449069,0.1554446518421173,0.5176525712013245
464481526.6193166,8938.0,119.53125,-27.27961273597809,0.0737732574343681,0.5166460275650024
464482126.6193166,9193.0,116.71875,-30.000000000000018,0.3053576350212097,0.5438051819801331
464482726.6193166,11114.0,99.375,-54.340912303861245,0.721718430519104,0.5982187986373901
464488726.6193166,5537.0,272.8125,5.979156796301311,0.129726156592369,0.5076613426208496
464489326.6193166,5537.0,272.8125,5.979156796301311,0.1214344203472137,0.6361101865768433
464494126.6193166,10588.0,125.68965517241378,-46.5718474134496,0.1868268400430679,0.8002246618270874
464494726.6193166,10588.0,125.68965517241378,-46.5718474134496,0.0934850051999092,0.774966299533844
464495326.6193166,12146.0,28.125,-78.28414760510762,0.4022721350193023,0.7166547179222107
464495926.6193166,10630.0,256.0344827586207,-46.5718474134496,0.1119649782776832,0.5235581994056702
464497726.6193166,4452.0,101.25,15.713861048008212,0.3733776211738586,0.5552539229393005
464497726.6193166,10589.0,128.79310344827587,-46.5718474134496,0.0558367408812046,0.5020956993103027
464498326.6193166,4452.0,101.25,15.713861048008212,0.7365198135375977,0.5088649988174438
464500126.6193166,3363.0,279.84375,27.27961273597809,0.102942369878292,0.5362220406532288
464501326.6193166,5416.0,293.90625,7.180755781458288,0.0978632718324661,0.6660183668136597
464504326.6193166,10588.0,125.68965517241378,-46.5718474134496,0.2983394861221313,0.6547291278839111
464504926.6193166,10588.0,125.68965517241378,-46.5718474134496,0.1490649878978729,0.5194495320320129
464506126.6193166,11342.0,272.04545454545456,-57.39952353962295,0.0589586943387985,0.5912269949913025
464506726.6193166,10026.0,299.53125,-38.68218745348943,0.1273993104696273,0.8488962054252625
464506726.6193166,11221.0,146.73913043478262,-55.87335043525198,0.1374047994613647,0.5510736703872681
464507326.6193166,10026.0,299.53125,-38.68218745348943,0.0741912350058555,0.7408304214477539
464513926.6193166,4283.0,345.9375,18.209956864283,0.1174273267388343,0.952170729637146
464513926.6193166,4538.0,343.12499999999994,15.713861048008212,0.0671877786517143,0.7329424023628235
464514526.6193166,817.0,258.75000000000006,60.43443884495228,0.4974173903465271,0.8355239033699036
464515726.6193166,10588.0,125.68965517241378,-46.5718474134496,0.1931339651346206,0.9922587275505066
464516326.6193166,10588.0,125.68965517241378,-46.5718474134496,0.1514755189418792,0.9998329877853394
464519326.6193166,7645.0,82.96875,-14.47751218592994,0.1488353013992309,0.7811218500137329
464523526.6193166,6292.0,236.25,-1.1937484371410818,0.1206958144903183,0.8511263728141785
464528326.6193166,11623.0,97.5,-63.448283680301046,0.0582025200128555,0.5424586534500122
464532526.6193166,4323.0,99.84375,16.957763300004146,0.1678238362073898,0.627852201461792
464533126.6193166,4490.0,208.12499999999997,15.713861048008212,0.188888594508171,0.7044797539710999
464536726.6193166,4782.0,309.375,13.248014905676952,0.2506588697433471,0.7234585881233215
464540926.6193166,10869.0,311.6666666666667,-49.702390326630706,0.0744736492633819,0.8280558586120605
464541526.6193166,10869.0,311.6666666666667,-49.702390326630706,0.077944166958332,0.7169241309165955
464542726.6193166,11602.0,352.89473684210526,-61.94383702315673,0.0546487346291542,0.8235553503036499
464543326.6193166,11602.0,352.89473684210526,-61.94383702315673,0.0590270571410656,0.9334251880645752
464543926.6193166,10703.0,126.96428571428572,-48.1412077943603,0.6066585779190063,0.6110324859619141
464550526.6193166,10588.0,125.68965517241378,-46.5718474134496,0.1227557882666587,0.8930146098136902
464554726.6193166,9941.0,60.46875,-38.68218745348943,0.0797287672758102,0.563698410987854
464559526.6193166,4009.0,295.3125,20.742379954487134,0.1984506696462631,0.5550217032432556
464571526.6193166,3921.0,47.8125,20.74237995448715,0.1082707792520523,0.7566317319869995
464572726.6193166,4323.0,99.84375,16.957763300004146,0.1730400621891021,0.7747188806533813
464572726.6193166,4451.0,98.4375,15.713861048008212,0.9462113380432128,0.7471827864646912
464573326.6193166,4451.0,98.4375,15.713861048008212,0.9692432284355164,0.8710638284683228
464573326.6193166,10335.0,91.4516129032258,-43.40685848593699,0.083174742758274,0.9392480254173279
464578726.6193166,4588.0,125.15625,14.477512185929925,0.1068678945302963,0.7063235640525818
464581126.6193166,6560.0,270.0,-3.583321698471977,0.4819952547550201,0.5063405632972717
464587126.6193166,9368.0,247.49999999999997,-31.388166464348544,0.1447373181581497,0.5527228713035583
464596126.6193166,7272.0,112.5,-10.806922874860348,0.0860636904835701,0.6299968957901001
464596726.6193166,10347.0,126.29032258064515,-43.40685848593699,0.242533802986145,0.9523806571960449
464599726.6193166,10422.0,344.0322580645161,-43.40685848593699,0.056622389703989,0.8263413310050964
464603326.6193166,5535.0,267.1875,5.979156796301311,0.73885577917099,0.7387591004371643
464609926.6193166,9767.0,291.09375,-35.68533471265205,0.4424977302551269,0.8517076969146729
464612326.6193166,4323.0,99.84375,16.957763300004146,0.2533276677131653,0.5144988298416138
464614726.6193166,5665.0,274.21875,4.780191847199163,0.1064722165465354,0.7225897312164307
464615926.6193166,4410.0,344.53125,16.957763300004146,0.0670171901583671,0.9892860054969788
464615926.6193166,4538.0,343.12499999999994,15.713861048008212,0.2107197493314743,0.8218176960945129
464615926.6193166,4666.0,344.53125,14.477512185929925,0.5512728095054626,0.6201728582382202
464616526.6193166,3628.0,305.15625,24.62431835216408,0.1045156270265579,0.5204481482505798
464616526.6193166,4282.0,343.12499999999994,18.209956864283,0.0504516884684562,0.6382839679718018
464616526.6193166,4410.0,344.53125,16.957763300004146,0.0515289902687072,0.9989246726036072
464616526.6193166,4538.0,343.12499999999994,15.713861048008212,0.3124985694885254,0.981077253818512
464616526.6193166,4666.0,344.53125,14.477512185929925,0.4826862514019012,0.9910368919372559
464617126.6193166,4538.0,343.12499999999994,15.713861048008212,0.2951846122741699,0.5920715928077698
464629726.6193166,4322.0,97.03125,16.957763300004146,0.0632076859474182,0.8928425908088684
464635126.6193166,6491.0,75.9375,-3.583321698471977,0.069605566561222,0.5825762748718262
464638726.6193166,7714.0,277.03124999999994,-14.477512185929925,0.480403184890747,0.6698576807975769
464638726.6193166,7970.0,277.03124999999994,-16.957763300004146,0.6413973569869995,0.5417367815971375
464639326.6193166,1376.0,264.8076923076923,51.25580694880489,0.2365584820508957,0.504113495349884
464639326.6193166,4410.0,344.53125,16.957763300004146,0.0678747594356536,0.8964477181434631
464639926.6193166,434.0,87.00000000000001,67.93492864899142,0.0833720043301582,0.5656687021255493
464639926.6193166,4410.0,344.53125,16.957763300004146,0.3968755900859833,0.6451900005340576
464641126.6193166,2603.0,302.34374999999994,35.68533471265204,0.0676228329539299,0.9177929162979126
464642326.6193166,10589.0,128.79310344827587,-46.5718474134496,0.0831872969865799,0.9984598159790039
464642326.6193166,10590.0,131.89655172413794,-46.5718474134496,0.4657408893108368,0.8550090789794922
464646526.6193166,3678.0,84.37499999999999,23.31795706533424,0.052097663283348,0.67991042137146
464646526.6193166,3805.0,82.96875,22.02431283704216,0.0964862182736396,0.825135350227356
464646526.6193166,3933.0,81.56249999999999,20.742379954487134,0.3187624514102936,0.928574800491333
464647126.6193166,3933.0,81.56249999999999,20.742379954487134,0.1958520710468292,0.9979707598686218
464653126.6193166,10588.0,125.68965517241378,-46.5718474134496,0.1056588217616081,0.5227333903312683
464657926.6193166,4430.0,39.375,15.713861048008212,0.0822671428322792,0.580902636051178
464663326.6193166,1623.0,358.39285714285717,48.14120779436029,0.0575260147452354,0.7817463874816895
464666326.6193166,10590.0,131.89655172413794,-46.5718474134496,0.1575209200382232,0.8091291189193726
464671126.6193166,821.0,276.75,60.43443884495228,0.0545348487794399,0.6112391948699951
464672926.6193166,3624.0,293.90625,24.62431835216408,0.091340385377407,0.7438272833824158
464673526.6193166,6052.0,281.24999999999994,1.1937484371410818,0.1626654267311096,0.6836646199226379
464684926.6193166,4539.0,345.9375,15.713861048008212,0.0629339069128036,0.5812397003173828
464685526.6193166,4538.0,343.12499999999994,15.713861048008212,0.0588865987956523,0.602928638458252
464689726.6193166,11206.0,88.04347826086958,-55.87335043525198,0.1362807303667068,0.6007288694381714
464690926.6193166,9313.0,92.8125,-31.388166464348544,0.1182808429002761,0.777387797832489
464691526.6193166,9313.0,92.8125,-31.388166464348544,0.1392163783311844,0.7489894032478333
464691526.6193166,11279.0,14.318181818181822,-57.39952353962295,0.1597287505865097,0.649906575679779
464695726.6193166,4121.0,251.71875,19.47122063449069,0.1337546557188034,0.5325688719749451
464699326.6193166,10347.0,126.29032258064515,-43.40685848593699,0.3355657458305359,0.5557813048362732
464699326.6193166,10588.0,125.68965517241378,-46.5718474134496,0.2484024465084076,0.7036842107772827
464702926.6193166,5975.0,64.6875,1.1937484371410818,0.2844058573246002,0.5051308870315552
464707126.6193166,5033.0,295.3125,10.806922874860348,0.164581686258316,0.6060632467269897
464708926.6193166,2627.0,8.4375,34.228866327812575,0.2989490926265716,0.7447941899299622
464709526.6193166,2627.0,8.4375,34.228866327812575,0.3194178640842438,0.951199471950531
464710126.6193166,4322.0,97.03125,16.957763300004146,0.0541716888546943,0.9456477761268616
464710126.6193166,4451.0,98.4375,15.713861048008212,0.9815508127212524,0.6839740872383118
464726326.6193166,3549.0,82.96875,24.62431835216408,0.067575991153717,0.5094373822212219
464730526.6193166,4409.0,341.71874999999994,16.957763300004146,0.1330826431512832,0.9280430674552917
464730526.6193166,4410.0,344.53125,16.957763300004146,0.0595721043646335,0.9824235439300537
464730526.6193166,4538.0,343.12499999999994,15.713861048008212,0.0780969783663749,0.8208213448524475
464731126.6193166,4409.0,341.71874999999994,16.957763300004146,0.1655375957489013,0.7414715886116028
464731126.6193166,4538.0,343.12499999999994,15.713861048008212,0.0522037670016288,0.7972019910812378
464744326.6193166,8288.0,90.0,-20.742379954487134,0.0507597178220748,0.8373717069625854
464750047.9273664,4196.0,101.25,18.209956864283,0.6286281943321228,0.5701510310173035
464754247.9273664,276.0,93.75,72.38756092964962,0.1372232735157013,0.7193674445152283
464756047.9273664,10588.0,125.68965517241378,-46.5718474134496,0.8037746548652649,0.5335683226585388
464756047.9273664,11702.0,140.29411764705884,-64.94808409550689,0.1581741273403167,0.5580347776412964
464759047.9273664,11425.0,263.57142857142856,-58.91977535280316,0.8723873496055603,0.8392470479011536
464763847.9273664,351.0,273.4615384615385,70.90666664467562,0.8936507701873779,0.7129106521606445
464764447.9273664,351.0,273.4615384615385,70.90666664467562,0.8625312447547913,0.6564399003982544
464765047.9273664,5166.0,310.78124999999994,9.594068226860458,0.4110606610774994,0.6222430467605591
464765047.9273664,5294.0,309.375,8.385538647081319,0.057495005428791,0.7077160477638245
464771047.9273664,11447.0,357.8571428571429,-58.91977535280316,0.1362801790237426,0.7434196472167969
464772847.9273664,1076.0,252.3913043478261,55.873350435251986,0.1405720859766006,0.5841102600097656
464773447.9273664,4323.0,99.84375,16.957763300004146,0.2250259667634964,0.5450947284698486
464774047.9273664,528.0,272.8125,66.44353569089877,0.7493360042572021,0.6212766766548157
464782447.9273664,12165.0,241.875,-78.28414760510762,0.5238744616508484,0.5567768812179565
464783647.9273664,4067.0,99.84375,19.47122063449069,0.0674459263682365,0.8420328497886658
464788447.9273664,100.0,212.1428571428571,79.75282793472046,0.0686795487999916,0.7242656946182251
464792047.9273664,10470.0,127.5,-44.99388015045713,0.5448203086853027,0.7167001366615295
464799247.9273664,4919.0,336.09375,12.024699180565818,0.1422601044178009,0.7099829912185669
464799247.9273664,4920.0,338.90625,12.024699180565818,0.0532404705882072,0.9419052600860596
464800447.9273664,3678.0,84.37499999999999,23.31795706533424,0.1583143174648285,0.5318163633346558
464801047.9273664,3805.0,82.96875,22.02431283704216,0.3196954131126404,0.8145987391471863
464802247.9273664,10590.0,131.89655172413794,-46.5718474134496,0.124172069132328,0.7760843634605408
464805847.9273664,4818.0,52.03125,12.024699180565818,0.3860042691230774,0.8669261336326599
464806447.9273664,4066.0,97.03125,19.47122063449069,0.1505444049835205,0.6387876272201538
464813047.9273664,4323.0,99.84375,16.957763300004146,0.2008076161146164,0.6976627111434937
464813047.9273664,8802.0,95.625,-25.944479772370016,0.0566761679947376,0.5138426423072815
464813047.9273664,10588.0,125.68965517241378,-46.5718474134496,0.192848339676857,0.6307218074798584
464813647.9273664,10588.0,125.68965517241378,-46.5718474134496,0.2355492860078811,0.5251412987709045
464822047.9273664,983.0,243.40909090909085,57.39952353962294,0.0845810994505882,0.8546884059906006
464822647.9273664,980.0,231.13636363636363,57.39952353962294,0.5976436734199524,0.6395401358604431
464823847.9273664,5338.0,74.53125,7.180755781458288,0.053900271654129,0.715498685836792
464825647.9273664,10803.0,91.66666666666669,-49.702390326630706,0.6565988063812256,0.6590958833694458
464826247.9273664,10803.0,91.66666666666669,-49.702390326630706,0.1952961385250091,0.7523984313011169
464826847.9273664,10873.0,325.0,-49.702390326630706,0.0704227462410926,0.7757587432861328
464837047.9273664,10347.0,126.29032258064515,-43.40685848593699,0.5002406239509583,0.5731477737426758
464839447.9273664,9685.0,60.46875,-35.68533471265205,0.0536235198378562,0.520966112613678
464840647.9273664,9572.0,101.25,-34.22886632781257,0.3489432036876678,0.732047975063324
464843047.9273664,5790.0,264.375,3.583321698471977,0.2192624062299728,0.5462023615837097
464844847.9273664,4666.0,344.53125,14.477512185929925,0.2491861879825592,0.9534189701080322
464847247.9273664,4451.0,98.4375,15.713861048008212,0.8593671917915344,0.5961267948150635
464847847.9273664,10590.0,131.89655172413794,-46.5718474134496,0.2317085564136505,0.7969068288803101
464852647.9273664,4066.0,97.03125,19.47122063449069,0.1750133037567138,0.6618297100067139
464853847.9273664,6426.0,254.53125,-2.388015463268772,0.0657340809702873,0.8804504871368408
464854447.9273664,6426.0,254.53125,-2.388015463268772,0.0613915286958217,0.9134223461151123
464855047.9273664,1947.0,254.0322580645161,43.40685848593699,0.0874711126089096,0.7062050104141235
464855647.9273664,9247.0,268.59375,-30.000000000000018,0.9944328665733336,0.6221775412559509
464856847.9273664,4795.0,345.9375,13.248014905676952,0.7513220310211182,0.5414193272590637
464870647.9273664,11698.0,119.11764705882352,-64.94808409550689,0.1007698103785514,0.7995570302009583
464873047.9273664,12004.0,213.74999999999997,-72.38756092964962,0.1639202237129211,0.8346155881881714
464874847.9273664,9685.0,60.46875,-35.68533471265205,0.0672099739313125,0.5275025367736816
464878447.9273664,3748.0,281.24999999999994,23.31795706533424,0.0681254938244819,0.8671870231628418
464879047.9273664,3493.0,284.0625,25.94447977237,0.0793857127428054,0.7223711013793945
464882047.9273664,10347.0,126.29032258064515,-43.40685848593699,0.0677441209554672,0.665751039981842
464887447.9273664,6908.0,170.15625,-7.180755781458288,0.1492090225219726,0.8157598376274109
464908447.9273664,8538.0,73.125,-23.31795706533424,0.1715423166751861,0.6581352949142456
464916247.9273664,10347.0,126.29032258064515,-43.40685848593699,0.8038739562034607,0.9158903956413269
464916247.9273664,10588.0,125.68965517241378,-46.5718474134496,0.1779520064592361,0.9483696222305298
464922847.9273664,6678.0,243.28124999999991,-4.780191847199163,0.1378029882907867,0.8210172057151794
464925247.9273664,4008.0,292.5,20.74237995448715,0.0507380366325378,0.918460488319397
464932447.9273664,4322.0,97.03125,16.957763300004146,0.1882500052452087,0.5368169546127319
464937247.9273664,4538.0,343.12499999999994,15.713861048008212,0.0978798419237136,0.7513869404792786
464938447.9273664,4322.0,97.03125,16.957763300004146,0.0785376355051994,0.9924836754798889
464938447.9273664,4451.0,98.4375,15.713861048008212,0.9993871450424194,0.5435938239097595
464945647.9273664,644.0,162.5,63.44828368030106,0.0546528808772563,0.5423919558525085
464946247.9273664,1265.0,235.8,52.80185378173063,0.0931048616766929,0.7366909980773926
464949247.9273664,4066.0,97.03125,19.47122063449069,0.3884959518909454,0.881567656993866
464949247.9273664,4323.0,99.84375,16.957763300004146,0.1459267139434814,0.8142108917236328
464949847.9273664,4066.0,97.03125,19.47122063449069,0.0715579614043235,0.9999879598617554
464949847.9273664,4322.0,97.03125,16.957763300004146,0.1241832599043846,0.9876011610031128
464949847.9273664,4323.0,99.84375,16.957763300004146,0.1843627840280532,0.9936262369155884
464949847.9273664,5710.0,39.375,3.583321698471977,0.067278154194355,0.7802966237068176
464949847.9273664,9685.0,60.46875,-35.68533471265205,0.0951986983418464,0.658148467540741
464950447.9273664,4322.0,97.03125,16.957763300004146,0.0776173695921897,0.9055767059326172
464950447.9273664,9685.0,60.46875,-35.68533471265205,0.183172658085823,0.5364057421684265
464951647.9273664,11533.0,26.05263157894737,-61.94383702315673,0.0909351631999015,0.5300388932228088
464957647.9273664,3351.0,246.09374999999991,27.27961273597809,0.1105702221393585,0.638224184513092
464961847.9273664,10347.0,126.29032258064515,-43.40685848593699,0.1087029129266738,0.9358862042427063
464965447.9273664,6482.0,50.62499999999999,-3.583321698471977,0.3700665831565857,0.9720932841300964
464966647.9273664,10589.0,128.79310344827587,-46.5718474134496,0.0896894708275795,0.6596991419792175
464969647.9273664,4506.0,253.125,15.713861048008212,0.0509994179010391,0.8472607135772705
464970847.9273664,912.0,310.7142857142857,58.91977535280315,0.1381211727857589,0.5296267867088318
464978047.9273664,10470.0,127.5,-44.99388015045713,0.102666400372982,0.6153444051742554
464978647.9273664,1533.0,69.10714285714286,48.14120779436029,0.1191687807440757,0.6606442928314209
464979247.9273664,5347.0,99.84375,7.180755781458288,0.1835368126630783,0.8277323246002197
464993647.9273664,6947.0,279.84375,-7.180755781458288,0.1833587735891342,0.5083311200141907
